cloverItemId,name,cloverCategory,priceCAD,stockCount,recordType,suggestedSiteCategory,suggestedCloverCategory,cloverChange,confidence,brand,cleanNameFr,reason,action
JN56KHDB52MNJ,Cornsnake Tessera,Serpent,150.00,,animal,,Serpent,Mantener,high,,Cornsnake Tessera,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
V90YQSMK70WBE,Cornsnake Tessera Albino MR,Serpent,160.00,,animal,,Serpent,Mantener,high,,Cornsnake Tessera Albino MR,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
GV8VCTGTKBNDG,Cornsnake Tessera Albino Okeete MR,Serpent,160.00,,animal,,Serpent,Mantener,high,,Cornsnake Tessera Albino Okeete MR,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
4BZDY6K9RH7PP,Cornsnake Tessera Albino Sunglow MR,Serpent,160.00,,animal,,Serpent,Mantener,high,,Cornsnake Tessera Albino Sunglow MR,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
C994HBB1W351W,"Cornsnake Tessera Charcoal -PH Anery , amel , diffused",Serpent,175.00,,animal,,Serpent,Mantener,high,,"Cornsnake Tessera Charcoal -PH Anery , amel , diffused","Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
D26RSPHHG0G2P,Cornsnake Tessera Charcoal 100% Diff. 66% het. Striped . 50% het snow,Serpent,250.00,,animal,,Serpent,Mantener,high,,Cornsnake Tessera Charcoal 100% Diff. 66% het. Striped . 50% het snow,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
D4N64WG0FTHEW,Cornsnake Tessera Striped Snow,Serpent,125.00,,animal,,Serpent,Mantener,high,,Cornsnake Tessera Striped Snow,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
5ZRJYS7QH005E,Cornsnake okeetee,Serpent,90.00,,animal,,Serpent,Mantener,high,,Cornsnake okeetee,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
CMGW6MC2GXPCG,Cornsnake sunglow bb DF,Serpent,125.00,,animal,,Serpent,Mantener,high,,Cornsnake sunglow bb DF,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
B469JJ4FW799R,Cornsnake sunglow mothley,Serpent,150.00,,animal,,Serpent,Mantener,high,,Cornsnake sunglow mothley,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
KCWDH1GA9BXER,Cornsnake tesera albino,Serpent,150.00,,animal,,Serpent,Mantener,high,,Cornsnake tesera albino,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
MT4W68Q45HF64,Cprnsnake Salmon Snow Palemetto M BB,Serpent,1500.00,,animal,,Serpent,Mantener,high,,Cprnsnake Salmon Snow Palemetto M BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
MAN91XSG0A8DG,Desert Kingsnake,Serpent,300.00,,animal,,Serpent,Mantener,high,,Desert Kingsnake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
AKZMN50P0XJ86,ETB Adulte male,Serpent,1500.00,,animal,,Serpent,Mantener,high,,Adulte male,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
TMENG4M64T5XG,Egg Eater,Serpent,400.00,,animal,,Serpent,Mantener,high,,Egg Eater,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
4W4NCG878WHBE,Elaphe anomala,Serpent,250.00,,animal,,Serpent,Mantener,high,,Elaphe anomala,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VZGKXEXV76JEG,Enchi Bee Femelle,Serpent,250.00,,animal,,Serpent,Mantener,high,,Enchi Bee Femelle,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
EMHEACPA169T4,Everglades Ratsnakes,Serpent,40.00,,animal,,Serpent,Mantener,high,,Everglades Ratsnakes,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
BMWS3W9M8MF6E,File Snake,Serpent,200.00,,animal,,Serpent,Mantener,high,,File Snake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
P24VKHM9S88X8,GTP,Serpent,1050.00,,animal,,Serpent,Mantener,high,,GTP,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
ZQ5GVAE13DAV6,Garter Snake mexican Black Belly,Serpent,450.00,,animal,,Serpent,Mantener,high,,Garter Snake mexican Black Belly,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
T7MY79BC44RCY,Gopher Het.Albino MM,Serpent,250.00,,animal,,Serpent,Mantener,high,,Gopher Het.Albino MM,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
0ADJ03A0YPAWE,Hognose Albino,Serpent,400.00,,animal,,Serpent,Mantener,high,,Hognose Albino,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
922VTJ3XTF7ZC,Hognose Arctic Watermelon male,Serpent,400.00,,animal,,Serpent,Mantener,high,,Hognose Arctic Watermelon male,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
XS54P24JRMTBW,Hognose water melon red gene male,Serpent,300.00,,animal,,Serpent,Mantener,high,,Hognose water melon red gene male,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
DQYEKE6YYP61W,Honduras spécial couple male et femelle,Serpent,900.00,,animal,,Serpent,Mantener,high,,Honduras spécial couple male et femelle,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
8F6T1C8NM9V1Y,Jaguar Jungle Carpet Femelle,Serpent,375.00,,animal,,Serpent,Mantener,high,,Jaguar Jungle Carpet Femelle,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
EP24WVFRX76AE,Jungle Carpet Python,Serpent,375.00,,animal,,Serpent,Mantener,high,,Jungle Carpet Python,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
JNRY58188P5DT,Kenyan Sand Boa Anery,Serpent,250.00,,animal,,Serpent,Mantener,high,,Kenyan Sand Boa Anery,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
X8YWJ2GF52EKW,Kenyan Sand Boa Striped Anery,Serpent,325.00,,animal,,Serpent,Mantener,high,,Kenyan Sand Boa Striped Anery,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
KQYHZ38M5PNS0,Kenyan Sand Boa adulte,Serpent,300.00,,animal,,Serpent,Mantener,high,,Kenyan Sand Boa adulte,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
PSS0AZQXGBK0W,King Ratsnake,Serpent,750.00,,animal,,Serpent,Mantener,high,,King Ratsnake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
WDEVD2FNSZYST,KingRatsnake Albino BB,Serpent,900.00,,animal,,Serpent,Mantener,high,,KingRatsnake Albino BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
XTR4EB8N6AFFT,Kingratsnake High Yellow BB,Serpent,1000.00,,animal,,Serpent,Mantener,high,,Kingratsnake High Yellow BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
9V52F7SHCA0EC,Kingsnake Florida Erythrique,Serpent,100.00,,animal,,Serpent,Mantener,high,,Kingsnake Florida Erythrique,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
QNJQ0900MZV8M,Kingsnake california,Serpent,200.00,,animal,,Serpent,Mantener,high,,Kingsnake california,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
37BQWBP8HHART,Lesser Femeelle AD,Serpent,250.00,,animal,,Serpent,Mantener,high,,Lesser Femeelle AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
XFTBVPQ9NGKBA,Leucistic Texas Scaleless Ratsnake,Serpent,450.00,,animal,,Serpent,Mantener,high,,Leucistic Texas Scaleless Ratsnake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
G336QFFEG1S96,Madagascar Cat Eyed Snake BB,Serpent,120.00,,animal,,Serpent,Mantener,high,,Madagascar Cat Eyed Snake BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
W5DHK2V7NW5CW,Mandarin Ratsnake (Red )  BB,Serpent,800.00,,animal,,Serpent,Mantener,high,,Mandarin Ratsnake (Red )  BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VQSTXATFYE02C,Mandarin Ratsnake AD,Serpent,1000.00,,animal,,Serpent,Mantener,high,,Mandarin Ratsnake AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
6FJ7W6SFBKS5A,Mandarin ratsnake red jeune adulte fem,Serpent,500.00,,animal,,Serpent,Mantener,high,,Mandarin ratsnake red jeune adulte fem,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
W6JCHHSRHXWTJ,Mex Black King BB,Serpent,250.00,,animal,,Serpent,Mantener,high,,Mex Black King BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
ZZ5GH1DB25X5M,Mexican Black Kingsnake,Serpent,450.00,,animal,,Serpent,Mantener,high,,Mexican Black Kingsnake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
B62X51TPHZ54E,Mexican Black Kingsnake AD Fem,Serpent,325.00,,animal,,Serpent,Mantener,high,,Mexican Black Kingsnake AD Fem,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
N4Z6RCK7W4206,Mexican Kingsnake ( Annulata )  Male et Femelle,Serpent,150.00,,animal,,Serpent,Mantener,high,,Mexican Kingsnake ( Annulata )  Male et Femelle,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
MN1DCWJXPS22M,Mexmex,Serpent,260.92,,animal,,Serpent,Mantener,high,,Mexmex,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
QXHTPF7F3PJ6C,Milksnake Alb Ad Male,Serpent,300.00,,animal,,Serpent,Mantener,high,,Milksnake Alb Ad Male,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
1CXFF71XS21E6,Milksnake Enery 100% Het. Alb. 66% Het Hypo,Serpent,200.00,,animal,,Serpent,Mantener,high,,Milksnake Enery 100% Het. Alb. 66% Het Hypo,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
D8CT0WHK7R4B6,Milksnake Hondo Alb AD,Serpent,350.00,,animal,,Serpent,Mantener,high,,Milksnake Hondo Alb AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
00Y1EZVP3GJVA,Milksnake Honduras Régulier bb,Serpent,225.00,,animal,,Serpent,Mantener,high,,Milksnake Honduras Régulier bb,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
H3VS2QFR1BFJ2,Milksnake Nelson Alb.,Serpent,325.00,,animal,,Serpent,Mantener,high,,Milksnake Nelson Alb.,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
WF62W49YY25HJ,Milksnake Pueblan Halloween M,Serpent,400.00,,animal,,Serpent,Mantener,high,,Milksnake Pueblan Halloween M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
7MPKQSG9XZH2J,Milksnake Snow ( Poss Pearl ( hypo ),Serpent,350.00,,animal,,Serpent,Mantener,high,,Milksnake Snow ( Poss Pearl ( hypo ),"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
R5H5DG3VFT362,Milksnake Snow poss. pearl,Serpent,300.00,,animal,,Serpent,Mantener,high,,Milksnake Snow poss. pearl,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
ZERRW361YJ8JP,Milksnake anery,Serpent,200.00,,animal,,Serpent,Mantener,high,,Milksnake anery,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
V04MM1AA73C02,Milksnake hypo tong,Serpent,250.00,,animal,,Serpent,Mantener,high,,Milksnake hypo tong,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
1MN8H6ZDWTD8E,Night Snake,Serpent,350.00,,animal,,Serpent,Mantener,high,,Night Snake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
SK23PWPH9VEGM,Normal Peach Honduran Milksnake,Serpent,250.00,,animal,,Serpent,Mantener,high,,Normal Peach Honduran Milksnake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
D9KNKKD59ZJKM,Northern Pine Het. Albino Female,Serpent,900.00,,animal,,Serpent,Mantener,high,,Northern Pine Het. Albino Female,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VKSBZPY1JREVM,Oreo Pueblan Milksnake,Serpent,300.00,,animal,,Serpent,Mantener,high,,Oreo Pueblan Milksnake,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
RGFFYZG0V6996,Palmetto anery het salmon snow,Serpent,1000.00,,animal,,Serpent,Mantener,high,,Palmetto anery het salmon snow,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
EYGC3Z35P3MA2,Pastel Lesser AD Male,Serpent,250.00,,animal,,Serpent,Mantener,high,,Pastel Lesser AD Male,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
HJJF0GMMB3DJ6,Pastel Lesser BB KJ,Serpent,250.00,,animal,,Serpent,Mantener,high,,Pastel Lesser BB KJ,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
7TSK2GX84R41Y,Prairie Kingsnake Albino AD,Serpent,100.00,,animal,,Serpent,Mantener,high,,Prairie Kingsnake Albino AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
BG1Y9EPEK8CST,Ptyas Het. Alb BB Male R.E.A.L,Serpent,200.00,,animal,,Serpent,Mantener,high,,Ptyas Het. Alb BB Male R.E.A.L,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
1R5Z09AETZ340,Pueblan Milksnake AD M,Serpent,250.00,,animal,,Serpent,Mantener,high,,Pueblan Milksnake AD M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
9RT4AQYYW7GX6,Pyromelans pyromelana,Serpent,200.00,,animal,,Serpent,Mantener,high,,Pyromelans pyromelana,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
TJD9876KC82WG,Python Albino Bumblebee Poss Banana Het Clown D.S,Serpent,304.41,,animal,,Serpent,Mantener,high,,Python Albino Bumblebee Poss Banana Het Clown D.S,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
P9M3JP1PVHGKP,Python Asphalte/yellow Belly Leopard,Serpent,175.00,,animal,,Serpent,Mantener,high,,Python Asphalte/yellow Belly Leopard,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
WFZV802EVD344,Python Ball Chocolate HRA Pin Het Hypo,Serpent,350.00,,animal,,Serpent,Mantener,high,,Python Ball Chocolate HRA Pin Het Hypo,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
4T2VYWQXM30T4,Python Birman Demi-Nain / Half-Dwarf Burmese Python,Serpent,700.00,,animal,,Serpent,Mantener,high,,Python Birman Demi-Nain / Half-Dwarf Burmese Python,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
QM4FC3M18HQX6,Python Bredli AD Male,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Bredli AD Male,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
X403BM976GJ8R,Python Carpet 66% Het . Sim,Serpent,200.00,,animal,,Serpent,Mantener,high,,Python Carpet 66% Het . Sim,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VFY4TJM13KWQC,"Python Carpet Alb.,",Serpent,1000.00,,animal,,Serpent,Mantener,high,,"Python Carpet Alb.,","Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VG1STVKNFD232,Python Carpet Fem Het . Alb.,Serpent,175.00,,animal,,Serpent,Mantener,high,,Python Carpet Fem Het . Alb.,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
TBDJF9Y9J966C,Python Carpet Ocelot Favelle Line (mâle / femelle),Serpent,800.00,,animal,,Serpent,Mantener,high,,Python Carpet Ocelot Favelle Line (mâle / femelle),"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
DVWF4T0FQA636,Python Carpet Papouane,Serpent,1000.00,,animal,,Serpent,Mantener,high,,Python Carpet Papouane,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
A342ZHFW3HHF8,Python Carpet Zebra BB male,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Carpet Zebra BB male,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
0VZ4GTZFTV846,Python Chocolate Pinstripe HRA Het Hypo BB M,Serpent,350.00,,animal,,Serpent,Mantener,high,,Python Chocolate Pinstripe HRA Het Hypo BB M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VHQJEPGNA5KER,Python Deep Purple Femelle FQ,Serpent,600.00,,animal,,Serpent,Mantener,high,,Python Deep Purple Femelle FQ,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
A35RPE09G49XA,Python Enchi HRA YB BB M,Serpent,225.00,,animal,,Serpent,Mantener,high,,Python Enchi HRA YB BB M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
B3N0ZTMK0A0B6,Python GHI Lesser Pinstripe BB M,Serpent,525.00,,animal,,Serpent,Mantener,high,,Python GHI Lesser Pinstripe BB M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
V4KQAQJ3D1XYC,Python GHI Pastel Het. Clown Male AD ( MB ),Serpent,300.00,0,animal,,Serpent,Mantener,high,,Python GHI Pastel Het. Clown Male AD ( MB ),"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
864NAE6AF5QW0,Python Leopard Het. Clown M,Serpent,350.00,,animal,,Serpent,Mantener,high,,Python Leopard Het. Clown M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
PWGEK00T8YSP2,Python Lesser pastel AD male RC,Serpent,200.00,,animal,,Serpent,Mantener,high,,Python Lesser pastel AD male RC,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
8D72TAHMQA5KG,Python M Ultramel,Serpent,300.00,,animal,,Serpent,Mantener,high,,Python M Ultramel,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
9YWR0GCD2S5R0,Python OD YB Butter Lucifer,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python OD YB Butter Lucifer,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
M9W210X1FGQ2G,Python Pastel Clown M,Serpent,650.00,,animal,,Serpent,Mantener,high,,Python Pastel Clown M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
JSN0YKWKDX5SG,Python Pastel Enchi poss. Blade Het. Clown AD F,Serpent,450.00,,animal,,Serpent,Mantener,high,,Python Pastel Enchi poss. Blade Het. Clown AD F,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
10NXK9YM1S9FW,Python Pastel YB/Gravel Het Albino,Serpent,350.00,,animal,,Serpent,Mantener,high,,Python Pastel YB/Gravel Het Albino,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VK9SCQHBQWR80,Python Queenbee ALEX,Serpent,250.00,,animal,,Serpent,Mantener,high,,Python Queenbee ALEX,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
S6ZWGEQ88ATF4,Python Roy . Banana Het. Clown Male ( Dom ),Serpent,250.00,,animal,,Serpent,Mantener,high,,Python Roy . Banana Het. Clown Male ( Dom ),"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
FETGE8Q1C4ET0,Python Roy Ad Banana Enchi Mojave (Tandem),Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Roy Ad Banana Enchi Mojave (Tandem),"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
S7SMBP86F2AYY,Python Roy Albino Poss toffino BB HR,Serpent,300.00,,animal,,Serpent,Mantener,high,,Python Roy Albino Poss toffino BB HR,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
3W2RDR5J5FGJM,Python Roy Bamboo AD,Serpent,160.00,,animal,,Serpent,Mantener,high,,Python Roy Bamboo AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
SWJAKXXTYFGC0,Python Roy Bamboo pastel,Serpent,250.00,,animal,,Serpent,Mantener,high,,Python Roy Bamboo pastel,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
WA4CXTGNJB50G,Python Roy Banana Sugar,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Roy Banana Sugar,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
DEF0723464WPG,Python Roy Banana YB poss enchi AC,Serpent,450.00,,animal,,Serpent,Mantener,high,,Python Roy Banana YB poss enchi AC,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VV3ZVXGX48KGC,Python Roy Bbee D,Serpent,300.00,,animal,,Serpent,Mantener,high,,Python Roy Bbee D,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
8D5S5Q54RFSHE,Python Roy Blade Clown F BB D.O.M,Serpent,500.00,,animal,,Serpent,Mantener,high,,Python Roy Blade Clown F BB D.O.M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
XJKWC68B2TQ5G,Python Roy Butter Pin AD RC,Serpent,300.00,,animal,,Serpent,Mantener,high,,Python Roy Butter Pin AD RC,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
8GSNNFDHVT4VM,Python Roy Enchi Bee Fem Ad,Serpent,200.00,,animal,,Serpent,Mantener,high,,Python Roy Enchi Bee Fem Ad,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
A1MR1DKTC7PKP,Python Roy Enchi Pastel 100% Het. Clown bb,Serpent,75.00,,animal,,Serpent,Mantener,high,,Python Roy Enchi Pastel 100% Het. Clown bb,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
11N5WE3X3HX98,Python Roy Fem AD 66% het. clown,Serpent,150.00,,animal,,Serpent,Mantener,high,,Python Roy Fem AD 66% het. clown,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
1YB08D6CFEEWG,Python Roy Fem AD Super Enchi Mojave,Serpent,750.00,,animal,,Serpent,Mantener,high,,Python Roy Fem AD Super Enchi Mojave,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
N66A2DXTJ4W3C,Python Roy Fire AD,Serpent,100.00,,animal,,Serpent,Mantener,high,,Python Roy Fire AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
D187VCZKG9BZJ,Python Roy Firefly Fem,Serpent,500.00,,animal,,Serpent,Mantener,high,,Python Roy Firefly Fem,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
SQ7VVH3WNQNNR,Python Roy GHI Paradox,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Roy GHI Paradox,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
TMQ49GR5CA04R,Python Roy GHI Pin Lesser,Serpent,350.00,,animal,,Serpent,Mantener,high,,Python Roy GHI Pin Lesser,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
AM4P9Q8APNZ7R,Python Roy Lavender Black Pastel BB JG,Serpent,800.00,,animal,,Serpent,Mantener,high,,Python Roy Lavender Black Pastel BB JG,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
67F8RXT062DZE,Python Roy Lesser BB,Serpent,100.00,,animal,,Serpent,Mantener,high,,Python Roy Lesser BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
WZFM6XN5RG90A,Python Roy Lesser HRA Don,Serpent,150.00,,animal,,Serpent,Mantener,high,,Python Roy Lesser HRA Don,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
6P46HY7JBP55T,Python Roy Male AD Pastel,Serpent,200.00,,animal,,Serpent,Mantener,high,,Python Roy Male AD Pastel,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
S12H1JVMHBPGM,Python Roy Pastel Banana Butter Spider Pin Het. Clown M,Serpent,600.00,,animal,,Serpent,Mantener,high,,Python Roy Pastel Banana Butter Spider Pin Het. Clown M,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
CJ4KE3000H9ZA,Python Roy Pastel Calico Male AD,Serpent,600.00,,animal,,Serpent,Mantener,high,,Python Roy Pastel Calico Male AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
VJDPAS9D1DWVY,Python Roy Pastel Femelle AD,Serpent,100.00,,animal,,Serpent,Mantener,high,,Python Roy Pastel Femelle AD,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
KS6ZKJG5YKKFW,Python Roy Pastel Mahogany M AP,Serpent,300.00,,animal,,Serpent,Mantener,high,,Python Roy Pastel Mahogany M AP,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
Z7XXG6DB7V1DM,Python Roy Pastel het ultramel,Serpent,175.00,,animal,,Serpent,Mantener,high,,Python Roy Pastel het ultramel,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
0BNAJZCN7PB5T,Python Roy Pewter Champagne BB HR,Serpent,275.00,,animal,,Serpent,Mantener,high,,Python Roy Pewter Champagne BB HR,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
88Y6W18NK7ARJ,Python Roy Pewterbee AP,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Roy Pewterbee AP,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
H9B2JXCGNMKTA,Python Roy Piebald Fem,Serpent,700.00,,animal,,Serpent,Mantener,high,,Python Roy Piebald Fem,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
9SXCBRVZP1B26,Python Roy Piebald Fem Juv.,Serpent,350.00,,animal,,Serpent,Mantener,high,,Python Roy Piebald Fem Juv.,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
WGNR1ZG1GKKDR,Python Roy Pin Albino Male RC,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Roy Pin Albino Male RC,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
RZF2V7FHF649J,Python Roy Super Pastel Calico M BB,Serpent,450.00,,animal,,Serpent,Mantener,high,,Python Roy Super Pastel Calico M BB,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
G4RGA897SD34T,Python Roy YB Het Pied Fem. AL,Serpent,225.00,,animal,,Serpent,Mantener,high,,Python Roy YB Het Pied Fem. AL,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
W6MTHYZX1TY1E,Python Roy orange Dream ST,Serpent,100.00,,animal,,Serpent,Mantener,high,,Python Roy orange Dream ST,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
RM2Z4KCQT60GC,Python Roy pastel Champagne AD F,Serpent,400.00,,animal,,Serpent,Mantener,high,,Python Roy pastel Champagne AD F,"Categoría Clover animal existente — mantener ""Serpent""",Créer Animal (no Product)
