cloverItemId,name,priceCAD,recordType,suggestedCloverCategory,suggestedSiteCategory,cloverChange,confidence,brand,cleanNameFr,reason,action
E4KSQRESVN8A0,MZF32 RC Nourriture à crickets 600g,14.99,product,Insecte Vivant,food_live,"Asignar ""Insecte Vivant"" en Clover",high,,RC Nourriture à crickets 600g,"Patrón nombre → Clover ""Insecte Vivant"" / sitio ""food_live""",Bulk create Product
SZYJ7NDW4GKKC,MZM livre,60.00,review,,,Revisar manual,low,,livre,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
T1RHDV6MFJPFY,MZM08,4.99,review,,,Revisar manual,low,,MZM08,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
VZR335FPA92WW,MZM16,8.49,review,,,Revisar manual,low,,MZM16,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
CQ176FV5RDQ3A,MZM32,14.99,review,,,Revisar manual,low,,MZM32,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
V33VGKVBYRSBG,MZSM Mousse de Sphaigne 240L / Sphagnum Moss,339.99,product,Substrat,substrate,"Asignar ""Substrat"" en Clover",high,,Mousse de Sphaigne 240L / Sphagnum Moss,"Patrón nombre → Clover ""Substrat"" / sitio ""substrate""",Bulk create Product
QRAA8ZTQ99VD0,Madagascar Spiny,250.00,review,,,Revisar manual,low,,Madagascar Spiny,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
HYVCVB91010RY,Mango Leaf (1.5oz),16.99,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Mango Leaf (1.5oz),"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
FFGREXTGPR6JT,Mante Religieuse,35.00,review,,,Revisar manual,low,,Mante Religieuse,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
T03VKECNNV4N6,Marginated Tortoise,600.00,review,,,Revisar manual,low,,Marginated Tortoise,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
SECEG51Z44P7Y,Mazouri Herbivore,149.99,review,,,Revisar manual,low,,Mazouri Herbivore,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
VH2N0YQ1BZ29E,Mazuri 5E5M Herb. Repti. Diet,204.00,product,Nourriture,food_packaged,"Asignar ""Nourriture"" en Clover",high,Mazuri,Mazuri 5E5M Herb. Repti. Diet,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",Bulk create Product
G9N9EPD45SW8E,Mazuri 5M87 100g,10.00,product,Nourriture,food_packaged,"Asignar ""Nourriture"" en Clover",high,Mazuri,Mazuri 5M87 100g,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",Bulk create Product
RFXMQYK00S6P0,Mazuri Sac En Vrac,39.99,product,Nourriture,food_packaged,"Asignar ""Nourriture"" en Clover",high,Mazuri,Mazuri Sac En Vrac,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",Bulk create Product
9BCD1WRJ5PY7J,Mazuri Tortoise Food Sac Cricket,45.00,product,Nourriture,food_packaged,"Asignar ""Nourriture"" en Clover",high,Mazuri,Mazuri Tortoise Food Sac Cricket,"Patrón nombre → Clover ""Nourriture"" / sitio ""food_packaged""",Bulk create Product
0FH64PW6Z3KTM,Medium Bromelads/Bromelia,40.00,review,,,Revisar manual,low,,Medium Bromelads/Bromelia,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
4BJ38JXD7R99A,Mini Bromelads / Bromelia,26.00,review,,,Revisar manual,low,,Mini Bromelads / Bromelia,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
5HDTGDFV2ZCG6,Mood Ring / Bague,5.99,review,,,Revisar manual,low,,Mood Ring / Bague,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
0KKAR5RN14JYM,Mousse De Java,9.99,review,,,Revisar manual,low,,Mousse De Java,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
4DFK1F127QE2J,Mousse Sphaigne Vrak 200g,25.99,review,,,Revisar manual,low,,Mousse Sphaigne Vrak 200g,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
SSCPSCQZC55WE,Mousse Vivante Grosse,20.00,review,,,Revisar manual,low,,Mousse Vivante Grosse,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
0SC7E2J9V4466,Mushroom naturel Champignon,3.00,review,,,Revisar manual,low,,Mushroom naturel Champignon,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
TNHCA8R4V5F0C,NC014,39.99,review,,,Revisar manual,low,,NC014,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
CX5Q1N6H2RK7Y,NC101 Newcal Pet Live Oak Leaf Litter 0.5oz,10.00,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Newcal Pet Live Oak Leaf Litter 0.5oz,"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
CPPJY7Q862FS0,NC221 Newcal Pet Coconut Half Bowl 8 app,9.75,review,,,Revisar manual,low,,Newcal Pet Coconut Half Bowl 8 app,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
3J470PW04K8H4,NC239 Lotus Pods (3-pack),11.00,review,,,Revisar manual,low,,Lotus Pods (3-pack),Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
MHZ8GH32X1EPC,NC403 Newcal Pet Galho Estrela Natural Cork Branch 36'',22.00,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Newcal Pet Galho Estrela Natural Cork Branch 36'',"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
GV8RZ1RS07FKR,NC431 Newcal Pet Birch Tree Pole 12'',13.00,review,,,Revisar manual,low,,Newcal Pet Birch Tree Pole 12'',Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
VF5SPSPZ9YPQ0,NC432 Newcal Pet Birch Tree Pole 18'',16.50,review,,,Revisar manual,low,,Newcal Pet Birch Tree Pole 18'',Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
BN8HWFCSY6FE6,NC433 Newcal Pet Birch Tree Pole 24'',20.50,review,,,Revisar manual,low,,Newcal Pet Birch Tree Pole 24'',Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
CNJRNMB9NCPQJ,NC434 Newcal Pet Birch Tree Pole 36'',28.00,review,,,Revisar manual,low,,Newcal Pet Birch Tree Pole 36'',Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
3HZB8BDHDDZGJ,NC446 Newcal Pet Curry Tree Branch 10-13,15.00,product,Decoration,decor,"Asignar ""Decoration"" en Clover",medium,,Newcal Pet Curry Tree Branch 10-13,"Patrón nombre → Clover ""Decoration"" / sitio ""decor""",Bulk create Product
KWBA6843AC96G,NC471 Newcal Pet Liana Vine Rosca 12'',24.00,review,,,Revisar manual,low,,Newcal Pet Liana Vine Rosca 12'',Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
43QHGDVAFG4AY,NC496 Newcal Pet Nerve Wood 14-18,11.00,review,,,Revisar manual,low,,Newcal Pet Nerve Wood 14-18,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
2P8ZBNH47ADMT,Neon LED x2 used 36 pouces & 30``,300.00,review,,,Revisar manual,low,,Neon LED x2 used 36 pouces & 30``,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
TZSSFE8FYRCDP,Night Crawlers / Vers de Terre,9.99,review,,,Revisar manual,low,,Night Crawlers / Vers de Terre,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
A9X0MYBRGFGC2,Nourriture Vers à Soie,100.00,review,,,Revisar manual,low,,Nourriture Vers à Soie,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
0KNYQ7RS1V602,Nourriture Vers à Soie OZ,6.25,review,,,Revisar manual,low,,Nourriture Vers à Soie OZ,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
01P2VXNSY5P48,Oeuf de caille 12 oeuf,8.00,review,,,Revisar manual,low,,Oeuf de caille 12 oeuf,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
SMFF0TTMC40AW,Oniscus Asellus 15+,14.99,review,,,Revisar manual,low,,Oniscus Asellus 15+,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
VV21MZAXEW8D4,P. Leavis Dairy Cow 15+,25.00,review,,,Revisar manual,low,,P. Leavis Dairy Cow 15+,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
0R71QGHYYSXR8,P. Scaber Lava 15+,54.99,review,,,Revisar manual,low,,P. Scaber Lava 15+,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
W00YE71YYRH2E,P. Scaber Orange Dalmatian 15+,29.99,review,,,Revisar manual,low,,P. Scaber Orange Dalmatian 15+,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
SKNKK4K9F03D6,P. Spinicornis 15+,14.99,review,,,Revisar manual,low,,P. Spinicornis 15+,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
RPYWX1CE9Q1SG,PB005 Probugs Dubia Coakroaches - Large 150 gr,45.00,product,Insecte Vivant,food_live,"Asignar ""Insecte Vivant"" en Clover",high,,Probugs Dubia Coakroaches - Large 150 gr,"Patrón nombre → Clover ""Insecte Vivant"" / sitio ""food_live""",Bulk create Product
V6BZNAYVQ8K04,PGD Pangea Insect Complete Gecko Diet,63.49,animal,Lezard,,"Asignar ""Lezard"" en Clover",medium,,Pangea Insect Complete Gecko Diet,"Nombre sugiere animal vivo → categoría Clover existente ""Lezard""",Créer Animal (no Product)
9AAY30QJFVJ2E,PP1642 petit Helxine 8po,14.99,review,,,Revisar manual,low,,petit Helxine 8po,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
R2ZF0ZQJMQCP0,PP1701 Ornement Aponogeton crispe,23.99,review,,,Revisar manual,low,,Ornement Aponogeton crispe,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
RTMR52XN37XBW,PP1703 Ornement Lycopode obscur,23.99,review,,,Revisar manual,low,,Ornement Lycopode obscur,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
DD2RC92032PEE,PP1734 Ludwigia a pointe blanches 14po,19.99,review,,,Revisar manual,low,,Ludwigia a pointe blanches 14po,Sin categoría Clover y sin patrón reconocido — revisión manual,Revisión manual
976K3HZ5BHBGW,PT1973 Exo Terra Supplément Liquide de Calcium 4oz / 120 ml,8.50,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Supplément Liquide de Calcium 4oz / 120 ml,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
1KJCW5CMQJ3PC,PT1979 Traitement de l'eau Aquatize 120ml,10.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Traitement de l'eau Aquatize 120ml,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
3Z4AJXVBVNPK2,PT1993 Exo Terra Supplément Liquide d'Électrolytes 4oz / 120 ml,8.50,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Supplément Liquide d'Électrolytes 4oz / 120 ml,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
3A5SMY36J4DR8,PT2062 Lampe a pince en Porcelaine,64.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Lampe a pince en Porcelaine,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
153DAQAWMH88W,PT2076,7.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT2076,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
PEAYHGNR6PHH2,PT2081  ExoTerra Générateur de Brouillard Ultrasonique,119.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Générateur de Brouillard Ultrasonique,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
SV6AYTPT02DQE,PT2192 Ampoule Solar Glo ET 125w,75.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Ampoule Solar Glo ET 125w,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
PCBPB6JG1G8ZG,PT2193 Ampoule Solar Glo ET 160w,79.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Ampoule Solar Glo ET 160w,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
6ZKNSTM6VJBG8,PT2223 ExoTerra Support pour dôme d'éclairage,25.00,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Support pour dôme d'éclairage,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
Q9DRMZJW7611Y,PT2280 Exo Terra Boite de Reproduction Grand,34.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Boite de Reproduction Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
EN6F0QHZTEJ9C,PT2285 Habitat pour Grillon (petit),18.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Habitat pour Grillon (petit),"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
FVBTV5MT0F7QR,PT2301,29.70,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT2301,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
BVJ8Z8938RQK2,PT2334 ExoTerra Solar Glo 80W,72.00,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Solar Glo 80W,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
ZD65986PXPWJG,"PT2365 Apareil d'éclairage, scorpions 15 DEL",30.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,"Apareil d'éclairage, scorpions 15 DEL","Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
PW0H92VPS9J18,PT2414 Terrasky Exoterra Led & control,239.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Terrasky Exoterra Led & control,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
0M32GZK3ZH3YT,PT2443 Exo Terra Incubation Box,14.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Incubation Box,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
CWWKQATY01MST,PT2444 Exo Terra Tabletop Incubator,359.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Tabletop Incubator,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
DY77NH4KYF1XJ,PT2464  Ther. et 600w hygro.100w et minut,234.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Ther. et 600w hygro.100w et minut,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
J0VJZQ4GTT08M,PT2468 Exo Terra Ramasse-Selles en acier,16.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Ramasse-Selles en acier,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
SV4V4W7K1VR04,PT2478 ExoTerra Boule de Mousse,12.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Boule de Mousse,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
T0Y561J3VTTW6,PT2482 Tapis  de Mousse Exo Terra 45x45 cm,17.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Tapis  de Mousse Exo Terra 45x45 cm,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
DGQ2M3ZHJMN4A,PT2490 ExoTerra Plante à ruissellement Petit,54.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Plante à ruissellement Petit,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
TRW60RMNWADQW,PT2561 Tapis de Sable Exo Terra (mini),13.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Tapis de Sable Exo Terra (mini),"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
ERDQF3ZDAKH9W,PT2562 Tapis de Sable (petit),20.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Tapis de Sable (petit),"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
TKGBHTTVB809P,PT2563 Tapis de Sable Exo Terra (moyen),23.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Tapis de Sable Exo Terra (moyen),"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
49AH9VGKX0JM8,PT2589 ExoTerra Vista 120 48x24x24,650.00,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Vista 120 48x24x24,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
PC5V6T70YFGGG,"PT2595 Paludarium Naturel et mini , très haut",191.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,"Paludarium Naturel et mini , très haut","Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
CM153SVXXEAJ4,PT2600 Terrarium 30*30*30,119.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Terrarium 30*30*30,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
55ATW5P3G04PJ,PT2601 Terrarium nano 20*20*30,95.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Terrarium nano 20*20*30,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
NDM3CFYZSCYBE,PT2607 ExoTerra Terrarium 18 x 18 x 24,259.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Terrarium 18 x 18 x 24,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
7J56HCCC2XX7Y,PT2614 ExoTerra Terrarium en verre (90*45*60cm),500.00,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Terrarium en verre (90*45*60cm),"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
0HFMDE2X5CP0Y,PT2668 Nettoyant Vitre 250mL,9.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Nettoyant Vitre 250mL,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
Q6J294S8FM9M6,PT2745 Exo Terra Dart Frog Terrarium EN RÉDUCTION,200.00,animal,Amphibien,,"Asignar ""Amphibien"" en Clover",medium,Exo Terra,Exo Terra Dart Frog Terrarium EN RÉDUCTION,"Nombre sugiere animal vivo → categoría Clover existente ""Amphibien""",Créer Animal (no Product)
74EHS92GPG06W,PT2754 ExoTerra Ecorce/Reptiles 27.26L,59.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Ecorce/Reptiles 27.26L,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
950C55JAK2G64,PT2770,6.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT2770,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
1SS0XDAT1G4ZC,PT2771,15.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT2771,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
HESPKE2DS3PZP,PT2776 Substrat Tropical Coco Husk 3 x 8.8L,15.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Substrat Tropical Coco Husk 3 x 8.8L,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
Y0M573EAB016G,PT2787 ExoTerra Substrat Coque de Noix de Coco 26.4L,37.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,ExoTerra Substrat Coque de Noix de Coco 26.4L,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
GDV72WND3DQ58,PT2801 Bol Eau Exo Terra Petit,12.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau Exo Terra Petit,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
4SD6JC22VZRKC,PT2802 Bol Eau Exo Terra Moyen,13.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau Exo Terra Moyen,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
4JPHDCNBH89T4,PT2803 Bol Eau Exo Terra Grand,19.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau Exo Terra Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
AKZRX19ETTQYY,PT2804 Bol Eau Exo Terra Grand,26.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau Exo Terra Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
7AQS6CMRMK2N4,PT2808 Distr. de Petits Vers de Farine ExoTerra,16.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Distr. de Petits Vers de Farine ExoTerra,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
A6QMPTYJ1CQ3W,PT2809 Bol Eau X-Small,9.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau X-Small,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
PW2QQPTFY2FDJ,PT2810 Bol Gecko Exo Terra,15.99,animal,Lezard,,"Asignar ""Lezard"" en Clover",medium,Exo Terra,Bol Gecko Exo Terra,"Nombre sugiere animal vivo → categoría Clover existente ""Lezard""",Créer Animal (no Product)
Z1BPSGW33Y7J0,PT2811 Bol Nourriture Exo Petit,12.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Nourriture Exo Petit,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
1WZ27T69MK6CT,PT2812 Bol Nourriture Exo Moyen,18.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Nourriture Exo Moyen,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
A6T4KTGKXH5CP,PT2813 Bol Nourriture  Exo Grand,26.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Nourriture  Exo Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
NQD1DXGE298GJ,PT2816 Distributeur Vers Farine Exo,17.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Distributeur Vers Farine Exo,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
59D1TWM4BBXG4,PT2821 Exo Terra Distributeur de Grillons-V,18.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Distributeur de Grillons-V,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
70HSEJNJT0Y76,PT2827 Bol Eau de Coin Exo medium,24.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau de Coin Exo medium,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
1XRSB2G7SX3W2,PT2828 Bol Eau en Coin Exo Terra Grand,38.49,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau en Coin Exo Terra Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
8W2YZYJ804CHE,PT2829 Bol Eau en Coin Exo Terra Très Grand,44.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Bol Eau en Coin Exo Terra Très Grand,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
MBRBSSGW6ZQKG,PT2841 Exo Terra Oeufs Dinosaure,29.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Oeufs Dinosaure,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
3A0XHNDH35ZYJ,PT2852 Grotte Moyenne Exo Terra,12.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Grotte Moyenne Exo Terra,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
V1ETM4Q4SH48A,PT2855 Crâne de Primate Exo Terra,29.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Crâne de Primate Exo Terra,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
97CMAE475EC6J,PT2856 Crâne de Crocodile Exo Terra,27.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Crâne de Crocodile Exo Terra,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
Y9ZW8586S9W5A,PT2857 Crâne de Bison Exo Terra,31.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Crâne de Bison Exo Terra,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
FXSXN4AGTQN02,PT2865 Grotte pour Gecko Exo Terra Medium,34.99,animal,Lezard,,"Asignar ""Lezard"" en Clover",medium,Exo Terra,Grotte pour Gecko Exo Terra Medium,"Nombre sugiere animal vivo → categoría Clover existente ""Lezard""",Créer Animal (no Product)
NHB58PRYQ7T6C,PT2866 Grotte pour Gecko Exo Terra Grand,42.99,animal,Lezard,,"Asignar ""Lezard"" en Clover",medium,Exo Terra,Grotte pour Gecko Exo Terra Grand,"Nombre sugiere animal vivo → categoría Clover existente ""Lezard""",Créer Animal (no Product)
9ERAN85ZSHKM8,PT2876 Exo Terra Coconut Cave,23.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Exo Terra Coconut Cave,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
PD9TKSJKC0R2G,PT2910,67.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT2910,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
RJDDKK0BM3KV0,PT2912,77.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,PT2912,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
V66QQ8H2GWKXW,PT2914 Cascade Exo Terra Pour Reptiles Large,94.99,product,Habitat,terrarium,"Asignar ""Habitat"" en Clover",high,Exo Terra,Cascade Exo Terra Pour Reptiles Large,"Patrón nombre → Clover ""Habitat"" / sitio ""terrarium""",Bulk create Product
